song_id,title,artist,album,year_released,duration,tempo,loudness
7877,Stay Loose,Belle & Sebastian,Dear Catastrophe Waitress,2003,401.87,86.51,-7.92
7878,Stay Real,Erick Sermon,No Pressure,1993,235.52,97.54,-9.36
7879,Stay With Me,Faces,The Best Of Faces: Good Boys When They're Asleep,1971,279.85,182.09,-8.03
7882,Steel Guitar Rag,Alvino Rey And His Orchestra,Big Band Favourites Vol 3,2005,156.06,165.14,-11.96
7883,Steel Guiter Stomp,Hank Penny,Country Hits Vol. 5,2008,170.47,117.73,-12.36
7885,Step Up,Flamin' Groovies,Step Up,1991,199.50,159.34,-9.11
7886,Stephanie Says,The Velvet Underground,The Velvet Underground Story 2CD Set,1985,170.89,112.48,-15.59
7892,Stickin In My Eye,NOFX,White Trash ......,1992,144.51,152.62,-7.79
7893,Still,Foo Fighters,In Your Honour,2005,313.10,110.74,-12.58
7894,Still,Jennifer Lopez,This Is Me...Then,2002,220.55,95.65,-5.05
7896,Still a Fool,Groundhogs,U.S. Tour '72,1968,1023.87,126.57,-13.81
7901,Still I Will,Lisa Lynne,Maiden's Prayer,2001,261.96,106.01,-9.56
7902,Still I'm Sad,Rainbow,On Stage,1975,663.25,162.38,-10.18
7903,Still In Love,Nick Cave & The Bad Seeds,Nocturama,2003,283.74,116.62,-11.77
7904,Still Lost in the Forest,Anne Dudley,The 10th Kingdom,2000,177.45,172.22,-19.60
7905,Still Love Remains (Album Version),Seal,Human Being,1998,354.77,153.73,-11.92
7906,Still There For Me,Keb' Mo',Suitcase,2006,190.56,89.97,-10.55
7909,Sting Me,The Black Crowes,The Southern Harmony And Musical Companion,1992,348.89,97.67,-7.35
7911,Stir The Gift,Deitrick Haddon,Crossroads,2004,199.08,139.54,-7.08
7913,Stolen Pills,Spiral Stairs,The Real Feel,2009,146.99,152.63,-5.68
7915,Stone a Pig,Bongzilla,Live From the Relapse Contamination Festival,2002,422.56,102.74,-9.93
7917,Stood Up,Floyd Cramer,The Essential Floyd Cramer,1979,125.86,104.79,-19.12
7919,Stop Complaining/Remix/Jam,Lyrics Born,Overnite Encore: Lyrics Born Live!,2006,445.49,110.93,-5.41
7920,Stop It,The Frequency,THE FREQUENCY,2004,195.21,118.01,-9.33
7921,Stop That Thing,Sleepy John Estes,Legendary Country Blues Artists - CD A,1935,163.92,96.98,-15.83
7922,Stop The World,RIDDLIN' KIDS,Stop The World,2004,195.66,144.72,-3.04
7925,Stop Whispering (US Version),Radiohead,Pablo Honey (Collector's Edition),1993,250.83,122.43,-14.75
7926,Stop!,Joe Bonamassa,Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version),2009,356.05,85.40,-9.16
7929,Storm,The Pharcyde,Humboldt Beginnings,2004,217.89,97.59,-4.16
7930,Storm In My Heart,Dolores Keane,Celtic Woman 3,1993,272.59,149.62,-12.58
7931,Stormtrooper (Live),Pepper,Kona Gold,2009,108.93,148.71,-5.36
7932,Stormy Weather,Quincy Jones,Take Five,1988,196.05,72.12,-12.18
7936,Stranded In The Jungle,The New York Dolls,20th Century Masters: The Millennium Collection: Best Of The New York Dolls,1974,245.68,88.51,-9.33
7937,Strange Days ( LP Version ),The Doors,Strange Days,1967,186.57,121.74,-6.77
7938,Strange Fruit,James Carter,Gardenias For Lady Day,2003,258.43,81.49,-6.12
7939,Strange Kinda Feeling (Take 4),Elmore James,Dark And Dreary,1993,57.39,172.90,-10.99
7941,Strange Thing,Buzzcocks,French,1980,219.19,176.15,-7.74
7942,Strange Things,Tanto Metro & Devonte,Riddim Driven: Celebration,2004,158.20,104.47,-6.71
7943,Strange Way To Save The World,4Him,Chapter One .. A Decade,2000,270.29,120.08,-12.92
7945,Stranger In My Room,Year Long Disaster,Black Magic; All Mysteries Revealed,2010,222.04,166.03,-4.78
7947,Strangers In The Night,Glen Washington,Romantic Reggae Vol. 3,2000,201.56,153.60,-4.86
7950,Stratus (EP Version),Moments In Grace,These Days Will Fade,2004,254.43,92.22,-5.03
7952,Streamline,System of a Down,Steal This Album!,2001,217.60,130.87,-3.96
7953,Street Car Blues,Sleepy John Estes,Legendary Country Blues Artists - CD A,1930,196.88,158.77,-18.34
7954,Street Crab,Helmet,Betty,1994,212.17,141.17,-10.56
7955,Street Lights,Kanye West,808s & Heartbreak,2008,189.96,125.59,-9.64
7964,Strip The Soul (album version),Porcupine Tree,In Absentia,2002,441.89,154.24,-5.94
7965,Stronger Than Me,Amy Winehouse,Take The Box,2003,256.10,91.20,-7.76
7966,Stuck In A Moment You can't Get Out Of,Mariano Yanani,Babies Go U2,2003,212.06,160.03,-14.33
7972,Studio Gangster,5th Ward Boyz,Ghetto Dope,1993,245.99,165.78,-6.57
7974,Stumble,R.E.M.,Dead Letter Office: The I.R.S. Years Vintage 1987,1982,340.11,153.83,-13.69
7975,Stumblin' Man (Album),Tad,8-Way Santa,1991,215.43,157.53,-12.07
7988,Subterranean Homesick Alien,Radiohead,OK Computer (Collector's Edition),1997,267.21,150.85,-9.15
7990,Succotash,Claw Hammer,Ramwhale,1998,291.79,149.17,-9.47
7992,Suck My Blood,Beherit,Engram,2009,266.89,149.07,-5.27
7993,Sucker,New Found Glory,New Found Glory,2000,172.22,125.31,-5.07
7995,Sudanese Dance,Xcultures,One World One People,2000,273.53,125.01,-6.31
7997,SueA+-o Salvaje,Los Indios Tabajaras,Serie Platino,1997,171.28,128.16,-18.70
7999,Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,The Poison,2005,215.54,188.92,-2.32
8000,Sugar Blues,Bob Willis,Texas Playboys,2000,172.09,121.92,-13.56
8001,Sugar Bush,Bert Kaempfert,Two In One - A Singin' Safari/Safari Swings Again,1997,201.43,161.80,-18.99
8002,Sugar Buzz,Russell Malone,Playground,2007,286.67,86.17,-13.76
8004,Sugar Coated Sour,The Dillinger Escape Plan,Calculating Infinity,1999,144.01,71.71,-4.53
8006,Suicidal Dream,Silverchair,Frogstomp,1995,191.95,97.64,-7.71
8007,Suicide,Redman,Red Gone Wild,2007,209.84,98.40,-12.47
8008,Suicide,Aceyalone,Lightning Strikes,2007,170.19,129.96,-4.15
8012,Summer Dying Fast,Cradle Of Filth,Bitter Suites to Succubi,1994,321.36,193.69,-6.20
8013,summer jam,Set Your Goals,This Will Be The Death Of Us,2009,185.86,99.02,-3.24
8014,Summer Love Triangle,David Tao,Zero To Hero,2009,260.34,136.75,-4.60
8015,Summer Nite,The Plasmatics,Beyond The Valley Of 1984,1981,286.90,119.38,-4.91
8016,Summer Of Love,Novaspace,DJ Edition,2004,356.23,131.99,-5.86
8017,Summer Rain,James Last,James Last And Friends,1998,227.94,84.00,-10.24
8019,Summer Shudder,AFI,DECEMBERUNDERGROUND,2006,187.04,170.05,-4.18
8020,Summer Summer,The Almost,Monster Monster,2009,240.80,136.15,-5.35
8021,Summerfish,Leonid Rudenko,Summerfish,2006,395.28,127.98,-5.30
8022,Sun Is Shining,Deekline & Wizard,Breaks_ Beats & Blondes,2004,271.78,90.65,-6.95
8023,Sun Shower - Cadence Weapon Remix (Cd),Busdriver,Sun Shower,2007,316.21,129.99,-7.64
8024,Sun Shower (Single Version),Busdriver,Sun Shower,2007,223.69,130.13,-7.33
8025,Sunday,Bebo Norman,The Way We Love,2006,219.45,90.19,-10.49
8030,Sunny Came Home,Shawn Colvin,Live,1996,250.70,109.15,-12.81
8036,Sunshower,Dave Valentin,Sunshower,1999,277.21,82.76,-12.18
8037,SUPER RISTA,TRAM 11,BLACKOUT 00,2000,303.05,90.02,-7.21
8041,Supercuts,Rodney O & Joe Cooley,Greatest Hits,1995,346.23,118.93,-13.26
8043,Superman,Donna Fargo,100 #1 Country Hits,1999,149.63,202.36,-9.84
8044,Superman,Unwritten Law,Oz Factor,1996,216.82,201.27,-5.24
8046,Superscout,Sensations,Listen To My Shapes,2005,165.20,183.51,-8.65
8047,Superstar,BigElf,Cheat the Gallows,2008,225.59,120.07,-4.46
8048,Superstar,For Squirrels,Example,1995,200.07,162.91,-4.74
8050,Superstar Dog,Curtis,Superstar Dog,1999,456.52,127.87,-11.01
8051,Supertouch/shitfit (Bad Brains),Hatebreed,For The Lions,2009,141.50,175.36,-4.57
8053,Supreme Girl,The Sterns,Sinners Stick Together,2006,151.82,157.75,-4.03
8054,Sur L'autre rive,Annie Blanchard,Sur l'autre rive,2007,260.81,101.87,-11.84
8055,Surf Bat (Album Version),45 Grave,Sleep In Safety,1983,118.39,173.58,-10.29
8056,Surf of Syn,GWAR,Ragnarock,1995,261.80,200.20,-7.51
8059,Survivalism,Nine Inch Nails,Survivalism,2007,256.84,86.62,-6.79
8061,Suti-suti,M.A. Numminen,Gommin ja Pommin metsA$?karnevaali,2002,118.31,110.59,-9.17
8062,Svedomi,Krystof,Rubikon,2006,222.33,88.02,-6.61
8063,Swallow The Knife (Live) (Segue),Story Of The Year,Live In The Lou,2005,75.57,100.03,-7.63
8065,Sweet & Dandy,Toots & The Maytals,From Bam Bam To Cherry Oh! Baby,1984,169.53,163.75,-5.91
8068,Sweet Child O' Mine,Guns N' Roses,Live Era '87-'93,1987,445.18,134.19,-3.89
8070,Sweet Contradiction,Aaron Watson,Angels & Outlaws,2008,257.36,124.15,-9.25
8072,Sweet Disposition,The Temper Trap,Nu Disco '10,2008,232.75,128.96,-5.13
8077,Sweet Lover Hangover,Love and Rockets,Sweet F.A.,1996,311.20,97.04,-9.36
8079,Sweet Southern Comfort,Buddy Jewell,Buddy Jewell,2003,212.90,147.93,-6.99
8080,Sweet Suffering Christ,Margaret Becker,Coram Deo II: People Of Praise,1993,242.13,110.83,-16.69
8081,Sweet To Mama,Frank Stokes,Creator Of The Memphis Blues,2005,176.33,149.06,-16.75
8083,Sweetest Goodbye,Maroon 5,Songs About Jane,2002,270.71,164.05,-6.25
8086,Swing Life Away,Rise Against,Siren Song Of The Counter-Culture,2003,200.12,184.59,-7.68
8088,Swing Swang,Naughty By Nature,Icons,2002,245.66,93.98,-3.74
8089,Swing Vagabond,Quadro Nuevo,Tango Bitter Sweet,2006,272.93,105.07,-11.44
8091,Swinging On A Star,Big Dee Irwin,Christmas With The Stars,1990,156.03,108.10,-9.93
8092,Sympathy,Sylver,Nighttime Calls,2004,170.50,138.94,-9.12
8095,Sympozium,Dimmu Borgir,Puritanical Euphoric Misanthropia,2001,313.89,186.85,-2.31
8096,Synthesizer,OutKast featuring George Clinton,Aquemini,1998,311.30,94.90,-6.79
8098,Syrup Sipping (Banner Beat Break),David Banner,The Greatest Story Ever Told,2008,72.44,167.02,-11.58
8101,T-Ball and Indian Guides (LP Version),Bill Engvall,Dorkfish,1998,482.22,112.96,-11.69
8105,T.V. Eye (Take 3),The Stooges,1970: The Complete Fun House Sessions,1999,328.91,132.60,-6.86
8111,TA3cale Las Palmas,Peret,La Salsa De La Rumba,1973,179.70,86.01,-3.97
8112,Tabernacle Song,Fake Problems,It's Great To Be Alive,2009,195.47,103.78,-7.25
8114,Tabloid Junkie,Michael Jackson,HIStory - PAST_ PRESENT AND FUTURE - Book I,1995,272.72,111.13,-6.78
8115,Tainted Love feat. Tatz,NG3,As Nasty As we Wanna Be,2003,240.51,106.02,-3.30
8119,Take Her Out,Alice In Chains,Black Gives Way To Blue,2009,239.36,96.94,-4.99
8121,Take It For Granted,Atomic Rooster,The Greatest Hits - Vol. 2,2005,249.94,119.98,-13.83
8126,Take Me With You,Marilyn Scott,Take Me With You,1995,245.63,110.23,-11.57
8127,Take My Breath Away,Jessica Simpson,In This Skin (Standard Package),2004,196.13,99.91,-6.22
8128,Take My Hand,Ben Harper And The Blind Boys Of Alabama,There Will Be A Light,2004,234.66,164.64,-9.77
8132,Take The Long Way Home,Faithless,Live At Alexandra Palace,1998,275.12,130.00,-7.85
8133,Take The Time,Michael Stanley Band,MSB,1982,335.10,182.72,-8.93
8134,Take The Time,Bad Company,Desolation Angels,1979,253.02,131.56,-8.89
8135,Take The Veil Cerpin Taxt,The Mars Volta,Deloused in the Comatorium,2003,521.64,174.79,-3.74
8136,Take The Wheel,Pacha Massive,If You Want it,2009,211.17,102.01,-8.33
8139,Take Your Fingers From My Hair  (LP Version),Zebra,Zebra,1983,441.52,138.83,-10.16
8144,Talk About Me,Screamin' Jay Hawkins,Screamin' Jay Hawkins,1995,150.57,63.26,-11.32
8145,Talk About Us,Jennifer Lopez,On The 6 / J. Lo (Coffret 2 CD),1999,275.70,80.98,-6.52
8147,Talk Of The Town,Firehouse,Hold Your Fire,1992,278.13,119.42,-7.35
8148,Talk To Me,Storyville,Dog Years,1998,343.59,91.98,-10.09
8149,Talk To Your Daughter (Album Version),Robben Ford,Talk To Your Daughter,1988,250.54,137.23,-12.69
8151,Talking About It Blues,Otis Taylor,Pentatonic Wars and Love Songs,2009,285.73,148.02,-11.00
8154,Talking To Trees,The Cat's Miaow,A Kiss And A Cuddle,2003,103.00,92.97,-15.83
8157,Tango,Charly Garcia,Rock And Roll Yo,2003,162.72,126.95,-10.26
8162,Tania,Fruko Y Sus Tesos,Greatest Salsa Classics Of Colombia - Vol. 1,1995,223.61,103.20,-8.44
8166,TAo,Shakira,Donde Estan Los Ladrones,1998,214.13,139.95,-10.65
8172,Taste It,Busta Rhymes,It Ain't Safe No More,2002,226.32,146.97,-7.96
8173,Taste Of Dis (Explicit Version),Brooke Valentine,Chain Letter,2005,261.54,111.94,-6.83
8174,Taste You,Auf Der Maur,Auf Der Maur,2004,277.89,125.05,-7.32
8175,Tastes So Good To Me,Cross Country,Cross Country,2009,189.96,185.62,-8.17
8177,Te Ando Buscando,Los MuA+-equitos De Matanzas,Rumberos de Corazon- 50 Aniversario,2007,301.19,91.94,-11.13
8180,Te extraA+-o porque te extraA+-o,Carlos Baute,De mi puA+-o y letra - Edicion Coleccionista,2008,210.68,105.01,-4.76
8182,Te Hacen Falta Vitaminas,Soda Stereo,Gira Me VerA!s Volver,1984,225.12,175.42,-3.82
8190,Te quiero tanto,Vilma Palma e Vampiros,Lo Mejor De Vilma Palma,1993,210.05,127.80,-6.11
8195,Tearing Everyone Down,Anti-Flag,A New Kind of Army,1998,175.26,110.13,-2.26
8196,Tears Falling Down,Charlie Peacock,West Coast Diaries Vol.1-cass.,1988,180.14,130.44,-12.09
8197,Teasin' Brown,North Mississippi Allstars,Electric Blue Watermelon,2005,219.06,114.12,-5.83
8200,Teenage Queen (Album Version),Aiden,Conviction,2007,206.84,163.60,-5.65
8202,Teeny Weeny String Bikini,Gunther & the Sunshine Girls,Pleasure Man,2004,240.40,131.99,-3.33
8203,Tel Que Tu Es,Charlotte Gainsbourg,05:55,2006,189.70,119.68,-12.10
8206,Telegrama,Zeca Baleiro,Baladas Do Asfalto e Outros Blue Ao Vivo,2002,364.72,80.06,-10.20
8207,Telepathy/Ted Haggard Got Cured of the Gay,Joe Rogan,Talking Monkeys In Space,2010,179.51,134.11,-5.48
8208,Telephone Song,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,The Essential Stevie Ray Vaughan And Double Trouble,1990,208.48,117.95,-8.07
8209,Tell Him,The Exciters,Girls of the 60's,1962,142.21,89.34,-8.81
8210,Tell It Like It T-I-IS (Album Version),The B-52's,Good Stuff,1992,313.21,136.77,-7.47
8212,Tell Me,Toni Braxton,More Than A Woman,2002,249.18,84.80,-6.30
8216,Tell Me Who,Big Maybelle,I've Got A Feelin' - Okeh & Savoy Recordings 1952-56,1995,130.87,173.07,-5.72
8217,Tell Me Why,Dave Hollister,Things In The Game Done Changed,2006,305.34,118.05,-7.23
8221,Tell Your Momma Come,Black Eyed Peas,Bridging The Gap,2000,196.36,204.30,-5.07
8222,Telling Me Lies,Dolores Keane,Solid Ground,1993,229.93,114.09,-14.38
8224,Tema Da DesilusAPSo (Garota De Ipanema),Orquestra,"Trilha Sonora Do Filme ""Garota De Ipanema",1967,87.59,104.75,-13.77
8225,Tema De Adrian,2 Minutos,Volvio La Alegria_ Vieja !!!,2003,178.73,102.06,-10.69
8226,Temblando,Alex Ubago,Siempre en mi mente,2003,201.09,96.70,-8.21
8231,Ten Thousand Angels,Mindy McCready,I'm Still Here,1996,231.84,100.88,-6.16
8232,Ten Tonne,Chase & Status,Ten Tonne EP,2005,337.68,174.99,-5.13
8237,Tengo Un Amor,Toby Love featuring Rakim & Ken-Y,Toby Love,2007,260.28,134.01,-6.05
8238,Tengo Un Novio TA!ntriko,Las Ketchup,Hijas Del Tomate,2002,195.74,90.55,-4.94
8239,Tenhert,Tinariwen,Imidiwan: Companions,2009,328.86,93.33,-7.16
8240,Tennessee Blues (Album Version),Geoff Muldaur,Is Having A Wonderful Time,2008,217.89,82.76,-26.77
8243,Terapia De Amor Intensiva,Soda Stereo,De Musica Ligera,1988,340.30,91.33,-11.36
8244,Tercer Mundo,Fito Paez,Tercer Mundo,1990,284.26,97.87,-7.11
8245,Teri Nau Ke Paune Teen,Daler Mehndi,Ek-Dana,2000,245.50,146.86,-4.46
8247,Terminus,Photek,Solaris,2000,326.92,104.98,-7.27
8248,Termites in the Bathtub,Dntel,Early Works for Me If It Works for You II,1998,264.78,120.16,-12.80
8249,Terra,Luar Na Lubre,lo mejor de  Luar na Lubre,2001,251.82,229.91,-8.65
8252,Terve menoo jA$?tkA$?nretale,Irwin Goodman,Kolmastoista kerta,1977,200.91,108.20,-5.90
8257,Testify,Phil Collins,Love Songs,2002,392.83,85.08,-5.30
8258,Tetrispack,Modeselektor,Hello Mom!,2005,256.31,205.97,-8.79
8261,Tha Stand,Bad Azz,Word On Tha Streets,1998,211.30,86.98,-5.11
8265,Thank You Lord,Horace Andy,Feel Good All Over: Anthology 1970-1976,1985,176.27,151.91,-11.48
8268,Thanks A Lot,Martina McBride,Timeless,2005,155.98,168.08,-7.71
8270,That Blows My Mind (Slammin' and Way Out There!),The Gone Jackals,Blue Pyramid,1998,228.94,177.56,-5.38
8273,That Old Gang Of Mine,Dean Martin,Once In A While,2002,146.00,120.46,-14.10
8274,That Rock Won't Roll,Restless Heart,Greatest Hits,1986,210.47,114.38,-13.64
8276,That's A Woman,Mark Wills,The Definitive Collection,2003,162.38,69.22,-11.53
8279,That's The Kind Of Baby For Me,Eddie Cantor,All Time Greats,2000,145.32,122.89,-24.71
8280,That's The Way It Is,Sun Yan-Zi,Start,2002,215.54,86.06,-7.55
8281,That's What You Said  (LP Version),Phil Collins,Dance Into The Light,1996,260.96,129.73,-6.68
8283,Thats What I Like About a Country Song,Aaron Watson,Angels & Outlaws,2008,170.84,138.47,-9.91
8284,The  First Of The Year,Rubyhorse,Rise,2002,228.21,125.90,-13.56
8286,The 4th Dimension (LP Version),Devo,Shout,1984,264.33,144.80,-10.50
8290,The Ambush,Open Hand,You And Me,2004,136.99,154.21,-5.65
8291,The American Ruse (LP Version),The MC5,Back In The USA,1970,149.97,173.34,-2.97
8293,The Anthem,Hatiras,Hatiras - Electronic Luv,2002,298.19,132.00,-6.13
8294,The Arctic Ocean (Album Version),Sinch,Sinch,2002,232.20,131.92,-5.55
8297,The Attitude Song,Steve Vai,Live In London,1984,693.58,116.06,-5.19
8298,The Ava Song,Francis Dunnery,Man,2001,257.20,101.66,-7.88
8302,The Ball,Harry Gregson-Williams,Shrek 2,2004,69.64,93.10,-8.97
8303,The Ballad Of Sleeping Beauty,Sophie B. Hawkins,Whaler,1994,305.16,105.00,-6.30
8306,The Battle Of New Orleans,Johnny Horton,100 Country Classics,1959,148.79,179.31,-8.60
8307,The Beat Of My Heart,Eliane Elias,Everything I Love,2000,138.40,83.22,-21.30
8308,The Beautiful Shepherdess of Arcadia,The Baltimore Consort,A Trip to Killburn,1996,614.01,130.57,-21.93
8309,The Beginning,Salt The Wound,Carnal Repercussions,2008,96.65,120.50,-8.96
8310,The Beginning (Giro E Giro Mix),Seal,The Beginning,1991,368.06,123.80,-12.10
8313,The Benevolent Path,Vulture Industries,The Dystopia Journals,2007,379.30,100.08,-3.74
8316,The Big Stall,Theodore Shapiro,Fun With Dick And Jane,2006,82.31,124.89,-15.41
8317,The Blackest Years (CD only hidden track),The Distillers,The Distillers,2000,448.55,161.29,-5.06
8319,The Blinding Sun,Gustavo Santaolalla,Babel - Music From And Inspired By The Motion Picture,2006,117.18,90.46,-13.51
8321,The Blue Side of The Sun,Sigmatropic,Dark Outside,2007,263.58,128.01,-8.51
8322,The Book of Disquiet,Hey Colossus,Project: Death,2007,420.07,84.52,-10.02
8324,The Bottom Line,Rick Astley,Free,1991,317.83,174.06,-14.99
8326,The Bubble,Tha Liks featuring King T,X.O. Experience,2001,251.64,89.31,-5.17
8328,The Burden (Album Version),Dropkick Murphys,The Warrior's Code,2005,175.96,140.62,-1.98
8330,The Burning Season (Live),Primordial,A Journey's End,1998,508.34,118.20,-10.14
8331,The Burp Heard 'Round The World,James Newton Howard,Nanny McPhee & The Big Bang,2010,110.52,84.97,-9.52
8333,The Call,Backstreet Boys,Black & Blue,2000,236.28,104.00,-2.80
8336,The Carpal Tunnel Of Love,Fall Out Boy,Infinity On High,2007,203.91,140.88,-3.24
8337,The Carrying Arms,The Antlers,In the Attic of the Universe,2007,107.99,150.31,-17.62
8339,The Champ,Robben Ford,Tiger Walk,1997,312.92,114.68,-9.93
8340,The Chance,Julie Roberts,Julie Roberts,2004,287.50,139.99,-12.52
8342,The Chosen Legacy,Dimmu Borgir,In Sorte Diaboli,2007,259.03,150.06,-3.56
8343,The Christmas Song,Mannheim Steamroller,Christmas Song,2009,199.84,96.00,-11.95
8347,The Cleansing Apparatus,A Different Breed of Killer,I_ Colossus,2008,187.25,192.73,-5.03
8348,The Climb/Paranoia,The Pharcyde,Humboldt Beginnings,2004,247.12,161.85,-5.18
8349,The Coldest Days Of My Life,The Chi-Lites,The Chi-Lites Live In Concert,1972,274.83,139.93,-10.96
8350,The Coloness Of The Chain,Tony Joe White,The Path Of A Decent Groove,1993,329.35,139.91,-17.82
8354,The Cookie Bakers of the Night,Laurie Berkner,Buzz Buzz,2001,233.46,144.71,-16.26
8356,the Cool Down,Soul Ballet,LAViSH,2007,330.37,108.02,-7.34
8357,The Court,Zbigniew Preisner,3 Couleurs : Blanc,1994,63.63,35.35,-31.71
8358,The Croppy Boy,The Irish Tenors,Live From Ellis Island,2001,283.56,142.61,-22.00
8359,The Cross That Bears His Name,Cheri Keaggy,Child of the Father,1994,262.24,97.98,-14.17
8360,The Cube (Live),S.U.P,To Live Alone,2001,384.70,137.86,-8.16
8361,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),Mastodon,Crack The Skye,2009,654.29,118.43,-5.88
8364,The Dance Of Europe,Dave Brockie Experience,Diarrhea Of A Madman,2001,135.86,99.96,-3.31
8365,The Dark Road,White Willow,Signal To Noise,2006,257.28,112.77,-6.78
8366,The Darker Side,Lizzy Borden,Appointment With Death,2007,379.11,115.12,-4.43
8367,The Darkness (Komor Kommando Mix),Zombie Girl,Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection,2009,256.73,120.10,-7.48
8368,The Date ( LP Version ),Scott Weiland,12 Bar Blues,1998,321.02,112.68,-5.33
8369,The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,The Date - Dated Girls Remixes,2002,188.39,85.28,-18.40
8370,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),Twista,The Day After,2005,200.99,90.16,-8.27
8371,The Death Of Romance,Zeromancer,The Death Of Romance,2010,207.18,117.03,-6.24
8372,The Deceived,Trivium,Ember To Inferno,2004,360.75,105.54,-3.13
8374,The Devil,The Rapture,Pieces Of The People We Love,2006,277.03,119.81,-6.43
8375,The Devil Made Me Do Dat (LP Version),Young-Holt Unlimited,Mellow Dreamin',1970,176.64,166.80,-11.99
8377,The Distance,Bon Jovi,Bounce - Special Edition,2002,345.97,89.01,-5.13
8378,The Door,Keb' Mo',The Door,2000,236.49,104.20,-11.00
8379,The Door,Silverchair,Freak Show,1997,213.13,91.92,-5.38
8381,The Doug McComb Over,A Tundra,Joan of Arc Presents: Don't Mind Control,2010,271.31,177.96,-9.70
8384,The Drop-Off,The Tragically Hip,World Container,2006,219.90,165.22,-3.93
8385,The Dropsonde,Caspian,The Four Trees,2007,125.07,131.65,-23.25
8386,The Drug Suite,Stew,The Naked Dutch Painter And Other Songs,2002,569.21,96.60,-17.65
8389,The Earth Isn't Humming,Thrice,Live At The House Of Blues,2008,349.81,143.59,-9.45
8390,The Earth Will Shake,Thrice,Live At The House Of Blues,2005,329.72,126.95,-9.46
8391,The Earth Will Shake,Thrice,Vheissu,2005,268.17,125.02,-5.26
8394,The End Is Near (LP Version),Leaders Of The New School,T.I.M.E.,1993,263.89,97.29,-11.62
8395,The End Of The Line,Metallica,Broken_ Beat & Scarred,2008,472.45,111.50,-3.26
8396,The End. [Live In Mexico],My Chemical Romance,The Black Parade Is Dead!,2008,154.30,92.65,-9.10
8397,The Epi-Pen,Alexandre Desplat,Firewall,2006,239.39,39.45,-15.67
8398,The Everclear Song,Roger Creager,Brewed In Texas,1998,239.20,115.30,-11.08
8400,the fallen...,Set Your Goals,This Will Be The Death Of Us,2009,204.41,194.53,-2.19
8403,The First Cut Is The Deepest,Little Angels,Little Of The Past,1999,229.02,85.16,-6.49
8407,The Flame,Chimaira,Resurrection,2007,323.19,150.11,-4.24
8408,The Flight of the serpentarius,Bruno Sanfilippo,Sons of the Light,1991,291.08,146.01,-23.78
8410,The Forgotten Lands,David Arkenstone,Return Of The Guardians,1996,314.59,141.98,-14.88
8412,The Four Big Ones (Essential Authors And Works),Black Debbath,Welcome To Norway,2001,265.72,124.45,-6.41
8413,The Fourth Wish,Bruno Sanfilippo,The New Kingdom,2006,398.60,179.55,-16.86
8414,The Frail,Nine Inch Nails,Things Falling Apart,1999,168.57,130.28,-16.97
8418,The Fundamental Alienation,Dimmu Borgir,In Sorte Diaboli (Deluxe),2007,317.36,112.28,-4.06
8419,The Future,Benga,GetDarker Presents THIS IS DUBSTEP 2,2006,277.55,87.47,-8.53
8420,The Future Has Arrived,The All American Rejects,Meet The Robinsons Original Soundtrack (French Version),2007,185.99,146.05,-9.17
8423,The Ghost At #1,Jellyfish,Best!,2006,216.61,169.88,-9.68
8424,The Gift,Natalie Cole,Dangerous,1985,194.53,115.45,-15.22
8425,The Girl From Ipanema (Garota De Ipanema),Paula Santoro,Jazz Express - Bossa Nova Nights,2006,192.42,129.59,-17.31
8427,The Gold It's In The ... (1996 Digital Remaster),Pink Floyd,Obscured By Clouds,1972,188.11,117.63,-9.99
8428,The Golden Rocket,Johnny Horton,Honky Tonk Man:  The Essential Johnny Horton 1956-1960,1996,123.40,226.15,-15.42
8431,The Gre(A)t Depression,Anti-Flag,The People or The Gun,2009,188.55,146.14,-5.03
8433,The Greeting Song (Album Version),Red Hot Chili Peppers,Blood Sugar Sex Magik,1991,193.44,134.22,-9.96
8435,The Hanged Man,Moonspell,Sin / Pecado,1998,386.19,140.19,-8.09
8436,The Happy Organ,"Dave ""Baby"" Cortez",Fill It! - I Love the Fifties,1976,125.62,185.56,-11.19
8437,The Harbour,Dario Marianelli,Goodbye Bafana,2007,228.00,126.62,-22.07
8441,The Haunting,The Misfits,American Psycho,1997,85.94,212.29,-5.54
8442,The Healer,Death SS,The 7th Seal,2006,258.30,102.13,-7.01
8445,The Hero Dies in This One,The Ataris,So Long_ Astoria,2003,246.86,145.71,-4.54
8448,The Homecoming Song (Album Version),Owsley,Owsley,1999,179.64,83.69,-4.67
8449,The Hood Comes First (LP Version),Naughty By Nature,19 Naughty III,1993,216.61,199.65,-12.71
8451,The House Is Rockin',Stevie Ray Vaughan And Double Trouble,In Step,1994,168.31,170.22,-10.35
8452,The Hunter,Paul Rogers,LIVE IN GLASGOW,1993,265.01,134.55,-7.42
8453,The Hustle,The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,Labcabincalifornia,1995,334.78,95.82,-9.64
